Initial Perceptron Parameter's Error Rate: 50.0% -> [17.008437309084, 208.88779723500056, -261.07086504651943]

    1-th training, ErrorRate: 50.0% -> [16.008437309084, 140.88779723500056, -278.4708650465194]
 8228-th training, ErrorRate: 32.0% -> [-28.991562690916, 65.08779723500098, -967.4708650465171]
 8229-th training, ErrorRate: 32.0% -> [-28.991562690916, 65.08779723500098, -967.4708650465171]
 8230-th training, ErrorRate: 32.0% -> [-28.991562690916, 65.08779723500098, -967.4708650465171]
 8231-th training, ErrorRate: 32.0% -> [-28.991562690916, 65.08779723500098, -967.4708650465171]
 8232-th training, ErrorRate: 32.0% -> [-28.991562690916, 65.08779723500098, -967.4708650465171]
 8233-th training, ErrorRate: 32.0% -> [-28.991562690916, 65.08779723500098, -967.4708650465171]
 8234-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8235-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8236-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8237-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8238-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8239-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8240-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8241-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8242-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8243-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8244-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8245-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8246-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8247-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8248-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8249-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8250-th training, ErrorRate: 49.0% -> [-29.991562690916, -4.71220276499902, -970.9708650465171]
 8251-th training, ErrorRate: 21.0% -> [-28.991562690916, 102.78779723500098, -965.2708650465171]
 8252-th training, ErrorRate: 21.0% -> [-28.991562690916, 102.78779723500098, -965.2708650465171]
 8253-th training, ErrorRate: 21.0% -> [-28.991562690916, 102.78779723500098, -965.2708650465171]
 8254-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8255-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8256-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8257-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8258-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8259-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8260-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8261-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8262-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8263-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8264-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8265-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8266-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8267-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8268-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8269-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8270-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8271-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8272-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8273-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8274-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8275-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8276-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8277-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8278-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8279-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8280-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8281-th training, ErrorRate: 17.0% -> [-27.991562690916, 165.08779723500098, -957.8708650465171]
 8282-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8283-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8284-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8285-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8286-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8287-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8288-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8289-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8290-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8291-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8292-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8293-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8294-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8295-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8296-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8297-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8298-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8299-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8300-th training, ErrorRate: 35.0% -> [-26.991562690916, 257.18779723500097, -941.8708650465171]
 8301-th training, ErrorRate: 19.0% -> [-27.991562690916, 189.18779723500097, -959.2708650465171]
 8302-th training, ErrorRate: 14.0% -> [-28.991562690916, 124.38779723500097, -971.4708650465171]
 8303-th training, ErrorRate: 14.0% -> [-28.991562690916, 124.38779723500097, -971.4708650465171]
 8304-th training, ErrorRate: 14.0% -> [-28.991562690916, 124.38779723500097, -971.4708650465171]
 8305-th training, ErrorRate: 14.0% -> [-28.991562690916, 124.38779723500097, -971.4708650465171]
 8306-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8307-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8308-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8309-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8310-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8311-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8312-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8313-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8314-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8315-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8316-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8317-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8318-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8319-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8320-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8321-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8322-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8323-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8324-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8325-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8326-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8327-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8328-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8329-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8330-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8331-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8332-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8333-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8334-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8335-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8336-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8337-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8338-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8339-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8340-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8341-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8342-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8343-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8344-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8345-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8346-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8347-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8348-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8349-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8350-th training, ErrorRate: 43.0% -> [-29.991562690916, 44.28779723500098, -979.9708650465171]
 8351-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8352-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8353-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8354-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8355-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8356-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8357-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8358-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8359-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8360-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8361-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8362-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8363-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8364-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8365-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8366-th training, ErrorRate: 14.0% -> [-28.991562690916, 151.787797235001, -974.2708650465171]
 8367-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8368-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8369-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8370-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8371-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8372-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8373-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8374-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8375-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8376-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8377-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8378-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8379-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8380-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8381-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8382-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8383-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8384-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8385-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8386-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8387-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8388-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8389-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8390-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8391-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8392-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8393-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8394-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8395-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8396-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8397-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8398-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8399-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8400-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8401-th training, ErrorRate: 26.0% -> [-27.991562690916, 233.187797235001, -960.570865046517]
 8402-th training, ErrorRate: 17.0% -> [-28.991562690916, 168.38779723500102, -972.7708650465171]
 8403-th training, ErrorRate: 17.0% -> [-28.991562690916, 168.38779723500102, -972.7708650465171]
 8404-th training, ErrorRate: 17.0% -> [-28.991562690916, 168.38779723500102, -972.7708650465171]
 8405-th training, ErrorRate: 17.0% -> [-28.991562690916, 168.38779723500102, -972.7708650465171]
 8406-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8407-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8408-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8409-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8410-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8411-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8412-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8413-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8414-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8415-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8416-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8417-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8418-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8419-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8420-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8421-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8422-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8423-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8424-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8425-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8426-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8427-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8428-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8429-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8430-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8431-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8432-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8433-th training, ErrorRate: 24.0% -> [-29.991562690916, 88.28779723500102, -981.2708650465171]
 8434-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8435-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8436-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8437-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8438-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8439-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8440-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8441-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8442-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8443-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8444-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8445-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8446-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8447-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8448-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8449-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8450-th training, ErrorRate: 47.0% -> [-30.991562690916, 18.487797235001025, -984.7708650465171]
 8451-th training, ErrorRate: 14.0% -> [-29.991562690916, 125.98779723500103, -979.070865046517]
 8452-th training, ErrorRate: 14.0% -> [-29.991562690916, 125.98779723500103, -979.070865046517]
 8453-th training, ErrorRate: 14.0% -> [-29.991562690916, 125.98779723500103, -979.070865046517]
 8454-th training, ErrorRate: 14.0% -> [-29.991562690916, 125.98779723500103, -979.070865046517]
 8455-th training, ErrorRate: 14.0% -> [-29.991562690916, 125.98779723500103, -979.070865046517]
 8456-th training, ErrorRate: 14.0% -> [-29.991562690916, 125.98779723500103, -979.070865046517]
 8457-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8458-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8459-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8460-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8461-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8462-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8463-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8464-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8465-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8466-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8467-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8468-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8469-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8470-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8471-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8472-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8473-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8474-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8475-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8476-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8477-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8478-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8479-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8480-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8481-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8482-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8483-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8484-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8485-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8486-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8487-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8488-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8489-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8490-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8491-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8492-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8493-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8494-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8495-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8496-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8497-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8498-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8499-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8500-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8501-th training, ErrorRate: 20.0% -> [-28.991562690916, 214.087797235001, -966.070865046517]
 8502-th training, ErrorRate: 14.0% -> [-29.991562690916, 149.287797235001, -978.2708650465171]
 8503-th training, ErrorRate: 14.0% -> [-29.991562690916, 149.287797235001, -978.2708650465171]
 8504-th training, ErrorRate: 14.0% -> [-29.991562690916, 149.287797235001, -978.2708650465171]
 8505-th training, ErrorRate: 14.0% -> [-29.991562690916, 149.287797235001, -978.2708650465171]
 8506-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8507-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8508-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8509-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8510-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8511-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8512-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8513-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
 8514-th training, ErrorRate: 32.0% -> [-30.991562690916, 69.187797235001, -986.7708650465171]
